sample_id,pos_x,pos_y,pos_z,path_0_mag,path_0_delay,path_1_mag,path_1_delay,path_2_mag,path_2_delay,path_3_mag,path_3_delay,path_4_mag,path_4_delay,path_5_mag,path_5_delay,path_6_mag,path_6_delay,path_7_mag,path_7_delay,path_8_mag,path_8_delay,path_9_mag,path_9_delay
585,4.826776628779378,7.205672584066463,1.0,0.00026129934,0.0,4.1131632e-05,5.8856187e-08,3.8219478e-05,3.3195526e-09,2.9295008e-05,3.1072737e-08,2.7318132e-05,1.5307872e-07,1.8939969e-05,9.56035e-08,1.2432676e-05,7.758439e-08,9.545626e-06,6.007454e-08,8.601903e-06,7.499331e-09,7.779424e-06,4.095405e-09
586,1.5772267761815346,-1.0345796985764384,1.0,0.0003421979,0.0,6.6011424e-05,6.2278813e-09,6.60098e-05,6.227883e-09,2.9539833e-05,1.5784254e-07,2.9376504e-05,9.7821506e-08,1.7298335e-05,1.26651765e-08,1.146918e-05,7.326671e-08,1.04039655e-05,9.880558e-08,9.85582e-06,9.880558e-08,9.834458e-06,7.504316e-09
587,6.821683053519596,-2.7713425807757,1.0,0.00017621562,3.4820417e-08,2.9529214e-05,6.8757586e-08,2.688973e-05,1.6227956e-07,2.6317579e-05,5.074817e-08,2.2137081e-05,8.3566206e-08,1.461196e-05,3.656863e-08,1.3494165e-05,3.7316266e-09,1.3042519e-05,3.0799512e-08,7.738116e-06,6.990134e-08,7.3737347e-06,8.45595e-08
588,3.6819027800645436,-9.907151753984342,1.0,0.00013495734,0.0,0.00012276706,4.1844963e-08,3.109058e-05,1.5815427e-08,2.6676958e-05,4.3231722e-08,2.0754767e-05,4.323173e-08,2.019135e-05,1.487887e-07,1.738298e-05,9.93897e-08,1.5911632e-05,2.8443736e-09,1.49714915e-05,6.657111e-08,1.1767013e-05,5.1700717e-08
589,6.01538989091971,3.0753927744591714,1.0,0.00063127535,0.0,0.0001695818,3.9335063e-08,0.00010166364,3.9505537e-09,0.00010166314,3.9505537e-09,3.055905e-05,7.1466204e-08,2.4660965e-05,5.0810968e-08,2.2275568e-05,8.738549e-09,1.8955046e-05,4.8525806e-09,1.8954765e-05,4.852584e-09,1.719555e-05,4.1011695e-08
590,-7.4904901886159525,0.636408249099242,1.0,3.549389e-05,1.1403422e-07,3.392023e-05,8.182513e-08,3.179116e-05,0.0,3.0053781e-05,1.10289974e-07,1.6982669e-05,8.21352e-08,1.5217055e-05,1.1481325e-07,6.282033e-06,3.6789292e-09,5.4954644e-06,8.2075175e-08,5.2635432e-06,2.6004474e-07,4.9180635e-06,5.6667826e-09
591,5.003081503598917,2.7663240191610843,1.0,0.0006253582,0.0,0.0001636675,4.5372982e-08,0.00010239332,4.370344e-09,0.00010239229,4.370344e-09,2.2858581e-05,9.1640985e-08,2.1482827e-05,5.3906138e-08,1.9143146e-05,4.697512e-08,1.825508e-05,5.351117e-09,1.8254581e-05,5.351117e-09,1.097442e-05,3.3400898e-08
592,11.13148464043774,8.940754170525015,1.0,0.00032598167,0.0,0.00015163381,7.1761512e-09,6.9223766e-05,1.7071532e-08,4.0783772e-05,2.25664e-08,2.4397536e-05,1.5705513e-07,1.8537678e-05,7.04339e-08,1.657589e-05,9.107826e-09,1.55284e-05,7.3568046e-08,1.3130878e-05,2.2007107e-09,1.3127004e-05,2.2007107e-09
593,9.06491586050845,2.3114115459155435,1.0,0.0006604496,0.0,0.00019552282,2.1404809e-08,9.0796624e-05,3.1338274e-09,9.079386e-05,3.1338274e-09,3.1481115e-05,4.8645216e-08,2.7428703e-05,5.9501925e-08,2.0892858e-05,7.1212867e-09,1.9104093e-05,3.8708414e-09,1.4464589e-05,2.7885687e-08,8.106333e-06,2.3380046e-08
594,9.26785830931848,7.464900460736974,1.0,0.00037183412,0.0,0.00015964576,1.7719813e-08,5.0216673e-05,2.5612266e-08,3.423365e-05,2.577579e-09,3.423029e-05,2.577579e-09,2.5361694e-05,1.578268e-07,1.7354336e-05,1.95584e-08,8.992441e-06,5.953403e-09,8.325289e-06,3.194014e-09,6.4994024e-06,3.9212054e-08
595,-5.675868643847151,-7.812205274042814,1.0,3.4107823e-05,7.2605346e-08,4.069576e-06,3.057309e-09,3.9452675e-06,0.0,3.0441106e-06,1.2551256e-07,2.782457e-06,9.399798e-08,2.4237727e-06,5.2427612e-08,1.5161432e-06,2.7472478e-08,7.979881e-07,3.7147746e-08,6.8465795e-07,2.8743724e-08,6.0794684e-07,8.660237e-08
596,-6.824848536710844,7.791608621632818,1.0,0.00010218191,7.306564e-08,3.4613422e-05,7.40716e-08,3.3721455e-05,1.09912826e-07,3.2813863e-05,7.40716e-08,2.4381085e-05,0.0,1.7720962e-05,8.529252e-08,6.134532e-06,2.613831e-08,5.782182e-06,3.0260473e-08,5.14773e-06,7.5347074e-08,3.4736188e-06,8.5016005e-08
597,-5.671204484333525,7.20686039074339,1.0,0.00010651493,7.256473e-08,3.4169385e-05,7.360987e-08,3.3161028e-05,1.1702602e-07,3.2250544e-05,7.360987e-08,2.7057824e-05,0.0,1.6646574e-05,8.658547e-08,6.028546e-06,3.0332917e-08,5.516313e-06,3.6718102e-08,4.5302595e-06,3.1822367e-09,3.8597937e-06,1.7258176e-07
598,-1.759274627316433,-4.57655776392439,1.0,0.00012523391,7.0426054e-08,4.2782478e-05,0.0,3.1142823e-05,7.163366e-08,2.9049317e-05,7.163366e-08,2.3237191e-05,1.126032e-07,9.9058425e-06,4.7393875e-09,9.90566e-06,4.7393893e-09,9.880849e-06,1.1343275e-07,9.594367e-06,1.1343276e-07,6.82091e-06,7.862076e-08
599,-10.288873443162972,6.278830033177297,1.0,3.693942e-05,9.240773e-08,3.5891055e-05,7.886135e-08,2.1316506e-05,0.0,7.075462e-06,1.26347715e-08,5.484636e-06,8.015736e-08,5.4641364e-06,3.0133062e-08,3.4825823e-06,6.8280116e-08,3.1353263e-06,9.218161e-08,2.2372265e-06,7.3706005e-08,2.1336987e-06,2.5497897e-09
600,4.714722437172739,-10.651087319804306,1.0,0.00014795372,0.0,0.00012089368,3.650013e-08,5.4051598e-05,4.2868e-08,3.9981136e-05,1.1036715e-08,2.5651147e-05,3.79213e-08,2.044515e-05,1.4807102e-07,1.9099487e-05,3.79213e-08,1.6637841e-05,9.6390536e-08,1.4386198e-05,2.6246205e-09,1.1110017e-05,4.4183086e-08
601,-3.110520636593888,-9.409737218299513,1.0,3.0768493e-05,1.2443277e-07,2.533056e-05,0.0,1.9341554e-05,1.13160624e-07,9.016024e-06,1.1390645e-07,8.856728e-06,1.1390644e-07,7.11083e-06,1.903226e-08,4.8212705e-06,4.4939153e-08,3.8379662e-06,2.9952893e-09,3.83773e-06,2.9952893e-09,2.2447878e-06,1.1494441e-07
602,7.612361285575233,-0.34631642100265125,1.0,0.00077233,0.0,0.00018468873,3.081761e-08,0.00012064409,3.6444856e-09,0.00012064403,3.6444856e-09,2.6548016e-05,8.146172e-09,2.5412439e-05,7.280427e-08,2.452254e-05,7.468481e-08,2.4048966e-05,5.8387414e-08,2.3379891e-05,4.486454e-09,2.3379458e-05,4.486454e-09
603,-11.312683296593862,-5.363192449739703,1.0,4.268019e-05,9.450667e-08,1.8096714e-05,9.5308586e-08,1.7849889e-05,1.0149203e-07,5.806826e-06,2.5172582e-07,5.5635765e-06,8.022436e-08,5.178473e-06,3.292125e-08,3.7948305e-06,9.6423584e-08,3.5433654e-06,6.506181e-08,2.7473022e-06,3.7109473e-08,2.3598927e-06,6.8053424e-08
604,5.12694537623895,-8.114794451146587,1.0,0.00023431612,0.0,0.00013824222,3.8148578e-08,3.312144e-05,2.5668626e-08,3.1380558e-05,3.0717047e-09,3.1379517e-05,3.0717011e-09,2.6997286e-05,1.5165682e-07,2.4321953e-05,3.966052e-08,1.8180817e-05,9.482584e-08,1.7502303e-05,3.9660513e-08,1.2284945e-05,7.7881886e-08
605,6.9140341781320345,-9.62218743890291,1.0,0.00023294704,0.0,0.00013345106,2.791111e-08,4.8967526e-05,1.608781e-08,4.7734993e-05,3.8589487e-08,2.2691807e-05,2.9491236e-08,2.1695236e-05,2.587086e-09,2.1693142e-05,2.5870897e-09,1.9421443e-05,1.5539037e-07,9.379657e-06,3.996328e-08,7.3428746e-06,1.9149873e-07
606,4.744723754056988,-3.92897215092227,1.0,0.0004885387,0.0,0.00015858086,4.5604732e-08,7.958118e-05,4.184095e-09,7.9580066e-05,4.184095e-09,3.3053653e-05,7.390189e-08,2.2528004e-05,4.877e-08,2.123082e-05,4.717428e-08,1.7543254e-05,9.179612e-09,1.689744e-05,4.717428e-08,1.6287508e-05,1.716221e-07
